Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,AOV,Purchase_Frequency,Lifespan_Score,CLV
10,1,133.5,5,1,1,511,Potential Loyalists,133.5,1,355,129.84246575342465
274,1,282.93,1,1,2,112,Lost,282.93,1,91,70.53871232876712
165,1,51.0,2,1,1,211,Lost,51.0,1,200,27.945205479452053
157,4,1078.96,2,4,4,244,Loyal Customers,269.74,4,208,614.859397260274
215,1,90.6,1,1,1,111,Lost,90.6,1,150,37.23287671232876
6,2,163.62,5,3,1,531,Need Attention,81.81,2,359,160.93035616438357
366,1,174.4,1,1,1,111,Lost,174.4,1,-1,-0.4778082191780822
80,2,701.23,2,3,3,233,At Risk,350.615,2,285,547.5357534246575
43,1,225.12,3,1,1,311,Need Attention,225.12,1,322,198.59901369863016
19,3,912.18,4,3,3,433,Need Attention,304.06,3,346,864.6966575342466
32,4,2118.03,4,4,5,445,Champions,529.5075,4,333,1932.3396986301373
22,1,151.5,4,1,1,411,Potential Loyalists,151.5,1,343,142.36849315068494
109,8,3717.35,2,5,5,255,Loyal Customers,464.66875,8,256,2607.2372602739724
8,16,9227.82,5,5,5,555,Champions,576.73875,16,357,9025.566410958903
320,1,155.0,1,1,1,111,Lost,155.0,1,45,19.10958904109589
295,1,100.5,1,1,1,111,Lost,100.5,1,70,19.273972602739725
358,1,76.55,1,1,1,111,Lost,76.55,1,7,1.468082191780822
185,1,235.56,1,1,1,111,Lost,235.56,1,180,116.16657534246575
191,2,617.05,1,3,3,133,At Risk,308.525,2,174,294.1553424657534
44,2,348.1,3,3,2,332,Need Attention,174.05,2,321,306.13726027397263
52,1,202.68,3,1,1,311,Need Attention,202.68,1,313,173.80504109589043
26,1,615.49,4,1,3,413,Potential Loyalists,615.49,1,339,571.6468767123288
38,3,1247.69,3,3,4,334,Need Attention,415.8966666666667,3,327,1117.793506849315
9,3,202.11,5,3,1,531,Need Attention,67.37,3,356,197.12646575342467
297,1,142.4,1,1,1,111,Lost,142.4,1,68,26.529315068493155
33,3,1727.6,4,3,4,434,Need Attention,575.8666666666667,3,332,1571.4060273972602
10,8,3212.84,5,5,5,555,Champions,401.605,8,355,3124.81698630137
65,2,1043.46,3,3,4,334,Need Attention,521.73,2,300,857.6383561643836
10,9,4642.57,5,5,5,555,Champions,515.8411111111111,9,355,4515.376301369863
218,1,67.95,1,1,1,111,Lost,67.95,1,147,27.366164383561646
2,9,3479.91,5,5,5,555,Champions,386.65666666666664,9,363,3460.842
65,2,487.99,3,3,3,333,Need Attention,243.995,2,300,401.0876712328767
3,19,2612.96,5,5,5,555,Champions,137.52421052631578,19,362,2591.4836164383564
149,1,574.7,2,1,3,213,Lost,574.7,1,216,340.0964383561644
4,13,4051.48,5,5,5,555,Champions,311.6523076923077,13,361,4007.0802191780826
130,4,1475.81,2,4,4,244,Loyal Customers,368.9525,4,235,950.1790410958904
34,6,1449.32,3,5,4,354,Loyal Customers,241.5533333333333,6,331,1314.3148493150686
119,1,156.75,2,1,1,211,Lost,156.75,1,246,105.64520547945206
107,5,2142.73,2,4,5,245,Loyal Customers,428.546,5,258,1514.5872328767123
11,7,2599.03,5,5,5,555,Champions,371.29,7,354,2520.703068493151
71,6,2059.4500000000003,3,5,5,355,Loyal Customers,343.24166666666673,6,294,1658.8446575342468
92,9,1099.27,2,5,4,254,Loyal Customers,122.14111111111112,9,273,822.1937260273972
311,1,1063.0,1,1,4,114,Lost,1063.0,1,54,157.26575342465753
43,2,770.03,3,3,3,333,Need Attention,385.015,2,322,679.3141369863014
362,1,121.05,1,1,1,111,Lost,121.05,1,3,0.994931506849315
92,7,1496.98,2,5,4,254,Loyal Customers,213.8542857142857,7,273,1119.6590136986301
1,13,5855.57,5,5,5,555,Champions,450.42846153846153,13,364,5839.5273424657535
22,2,490.22,4,3,3,433,Need Attention,245.11,2,343,460.67249315068494
4,3,1937.25,5,3,4,534,Need Attention,645.75,3,361,1916.0198630136988
11,6,1051.79,5,5,4,554,Champions,175.29833333333332,6,354,1020.0922191780821
99,1,387.52,2,1,2,212,Lost,387.52,1,266,282.41183561643834
57,2,813.11,3,3,3,333,Need Attention,406.555,2,308,686.1311780821918
1,6,4263.64,5,5,5,555,Champions,710.6066666666667,6,364,4251.9587945205485
218,1,265.2,1,1,2,112,Lost,265.2,1,147,106.80657534246575
18,1,322.08,4,1,2,412,Potential Loyalists,322.08,1,347,306.196602739726
24,10,4481.67,4,5,5,455,Champions,448.16700000000003,10,341,4186.9848493150685
50,2,363.34,3,3,2,332,Need Attention,181.67,2,315,313.56739726027394
7,5,1224.06,5,4,4,544,Champions,244.81199999999998,5,358,1200.5848767123287
303,1,470.36,1,1,2,112,Lost,470.36,1,62,79.89676712328767
10,6,2248.5,5,5,5,555,Champions,374.75,6,355,2186.8972602739727
22,6,1372.8,4,5,4,454,Champions,228.79999999999998,6,343,1290.055890410959
99,1,89.06,2,1,1,211,Lost,89.06,1,266,64.904
366,1,63.0,1,1,1,111,Lost,63.0,1,-1,-0.1726027397260274
306,1,131.9,1,1,1,111,Lost,131.9,1,59,21.32082191780822
320,1,2661.24,1,1,5,115,Lost,2661.24,1,45,328.0980821917808
8,5,2357.68,5,4,5,545,Champions,471.53599999999994,5,357,2306.004821917808
1,4,1712.89,5,4,4,544,Champions,428.2225,4,364,1708.1971506849316
205,2,1589.82,1,3,4,134,At Risk,794.91,2,160,696.9073972602739
54,4,1420.2,3,4,4,344,Loyal Customers,355.05,4,311,1210.0882191780822
1,4,1005.55,5,4,4,544,Champions,251.3875,4,364,1002.7950684931507
19,5,1163.23,4,4,4,444,Champions,232.64600000000002,5,346,1102.678301369863
9,2,375.35,5,3,2,532,Need Attention,187.675,2,356,366.09479452054796
19,4,885.8,4,4,3,443,Champions,221.45,4,346,839.6898630136985
181,3,483.25,1,3,3,133,At Risk,161.08333333333334,3,184,243.6109589041096
60,2,643.9,3,3,3,333,Need Attention,321.95,2,305,538.0534246575343
11,2,259.05,5,3,2,532,Need Attention,129.525,2,354,251.24301369863016
190,1,119.93,1,1,1,111,Lost,119.93,1,175,57.50068493150685
5,9,3014.32,5,5,5,555,Champions,334.9244444444445,9,360,2973.027945205479
311,1,113.64,1,1,1,111,Lost,113.64,1,54,16.812493150684933
155,1,1837.92,2,1,4,214,Lost,1837.92,1,210,1057.4334246575343
110,3,434.34,2,3,2,232,At Risk,144.78,3,255,303.4430136986302
148,3,2102.67,2,3,5,235,At Risk,700.89,3,217,1250.0805205479453
66,11,1975.57,3,5,4,354,Loyal Customers,179.59727272727272,11,299,1618.3436438356164
98,3,529.62,2,3,3,233,At Risk,176.54,3,267,387.4206575342466
247,3,1038.44,1,3,4,134,At Risk,346.1466666666667,3,118,335.71484931506853
29,7,2272.4,4,5,5,455,Champions,324.62857142857143,7,336,2091.8531506849317
18,4,596.26,4,4,3,443,Champions,149.065,4,347,566.855397260274
12,2,461.19,5,3,2,532,Need Attention,230.595,2,353,446.0275890410959
104,8,1852.67,2,5,4,254,Loyal Customers,231.58375,8,261,1324.7859452054795
74,2,234.34,2,3,1,231,At Risk,117.17,2,291,186.82997260273973
46,1,547.66,3,1,3,313,Need Attention,547.66,1,319,478.6398356164383
72,3,925.85,3,3,4,334,Need Attention,308.6166666666667,3,293,743.2165753424658
257,1,193.0,1,1,1,111,Lost,193.0,1,108,57.106849315068494
20,4,1309.6,4,4,4,444,Champions,327.4,4,345,1237.8410958904108
254,2,316.25,1,3,2,132,At Risk,158.125,2,111,96.17465753424658
11,1,279.05,5,1,2,512,Potential Loyalists,279.05,1,354,270.64027397260276
165,2,636.51,2,3,3,233,At Risk,318.255,2,200,348.772602739726
18,6,2022.81,4,5,4,454,Champions,337.135,6,347,1923.0549863013698
282,1,137.1,1,1,1,111,Lost,137.1,1,83,31.176164383561645
50,1,321.92,3,1,2,312,Need Attention,321.92,1,315,277.82136986301373
39,1,162.8,3,1,1,311,Need Attention,162.8,1,326,145.40493150684932
27,6,1165.48,4,5,4,454,Champions,194.24666666666667,6,338,1079.266410958904
68,1,1064.28,3,1,4,314,Need Attention,1064.28,1,297,866.0031780821918
207,1,463.38,1,1,2,112,Lost,463.38,1,158,200.5864109589041
175,2,340.93,2,3,2,232,At Risk,170.465,2,190,177.4704109589041
7,5,2383.24,5,4,5,545,Champions,476.64799999999997,5,358,2337.53402739726
26,1,139.56,4,1,1,411,Potential Loyalists,139.56,1,339,129.6187397260274
51,2,123.8,3,3,1,331,Need Attention,61.9,2,314,106.50191780821918
312,2,538.8100000000001,1,3,3,133,At Risk,269.40500000000003,2,53,78.23816438356164
309,1,475.37,1,1,2,112,Lost,475.37,1,56,72.9334794520548
43,5,1957.32,3,4,4,344,Loyal Customers,391.464,5,322,1726.7316164383562
26,3,808.44,4,3,3,433,Need Attention,269.48,3,339,750.852493150685
88,3,356.85,2,3,2,232,At Risk,118.95,3,277,270.81493150684935
184,2,251.21,1,3,2,132,At Risk,125.605,2,181,124.5726301369863
20,11,2426.79,4,5,5,455,Champions,220.61727272727273,11,345,2293.815205479452
3,6,3543.26,5,5,5,555,Champions,590.5433333333334,6,362,3514.1373150684935
47,4,673.26,3,4,3,343,Loyal Customers,168.315,4,318,586.5662465753425
17,8,5859.43,4,5,5,455,Champions,732.42875,8,348,5586.525041095891
17,5,1960.65,4,4,4,444,Champions,392.13,5,348,1869.3320547945207
24,6,1367.88,4,5,4,454,Champions,227.98000000000002,6,341,1277.9372054794521
22,2,268.05,4,3,2,432,Need Attention,134.025,2,343,251.89356164383562
11,5,1314.81,5,4,4,544,Champions,262.962,5,354,1275.185589041096
188,2,275.28,1,3,2,132,At Risk,137.64,2,177,133.49194520547945
101,3,455.59,2,3,2,232,At Risk,151.86333333333332,3,264,329.52263013698627
61,3,990.2,3,3,4,334,Need Attention,330.06666666666666,3,304,824.7145205479453
18,6,2076.89,4,5,5,455,Champions,346.1483333333333,6,347,1974.4680273972601
33,2,330.45,4,3,2,432,Need Attention,165.225,2,332,300.573698630137
64,1,174.37,3,1,1,311,Need Attention,174.37,1,301,143.79553424657536
2,2,270.6,5,3,2,532,Need Attention,135.3,2,363,269.11726027397265
24,4,974.54,4,4,4,444,Champions,243.635,4,341,910.4606575342466
108,1,241.09,2,1,1,211,Lost,241.09,1,257,169.75378082191781
32,9,1843.83,4,5,4,454,Champions,204.87,9,333,1682.1791506849315
20,9,4215.9,4,5,5,455,Champions,468.4333333333333,9,345,3984.8917808219176
3,55,8506.13,5,5,5,555,Champions,154.65690909090907,55,362,8436.216602739725
37,1,364.22,3,1,2,312,Need Attention,364.22,1,328,327.2990684931507
60,3,578.61,3,3,3,333,Need Attention,192.87,3,305,483.49602739726026
26,6,2862.11,4,5,5,455,Champions,477.0183333333334,6,339,2658.2336712328765
236,4,932.85,1,4,4,144,Loyal Customers,233.2125,4,129,329.69219178082193
25,7,1949.72,4,5,4,454,Champions,278.5314285714286,7,340,1816.1775342465755
3,18,4395.65,5,5,5,555,Champions,244.20277777777775,18,362,4359.521369863013
60,3,2854.84,3,3,5,335,Need Attention,951.6133333333333,3,305,2385.5512328767127
260,1,170.95,1,1,1,111,Lost,170.95,1,105,49.17739726027396
58,1,355.56,3,1,2,312,Need Attention,355.56,1,307,299.06005479452057
65,2,388.25,3,3,2,332,Need Attention,194.125,2,300,319.1095890410959
16,2,537.48,4,3,3,433,Need Attention,268.74,2,349,513.9192328767123
10,3,952.66,5,3,4,534,Need Attention,317.55333333333334,3,355,926.5597260273973
59,8,1453.35,3,5,4,354,Loyal Customers,181.66875,8,306,1218.4249315068491
186,1,103.25,1,1,1,111,Lost,103.25,1,179,50.63493150684931
29,16,3560.08,4,5,5,455,Champions,222.505,16,336,3277.224328767123
24,2,2004.3,4,3,4,434,Need Attention,1002.15,2,341,1872.5104109589042
5,5,2573.93,5,4,5,545,Champions,514.786,5,360,2538.6706849315065
4,8,3974.75,5,5,5,555,Champions,496.84375,8,361,3931.1910958904114
151,2,652.8,2,3,3,233,At Risk,326.4,2,214,382.73753424657536
311,1,289.24,1,1,2,112,Lost,289.24,1,54,42.791671232876716
11,2,757.37,5,3,3,533,Need Attention,378.685,2,354,734.5451506849315
18,2,186.23,4,3,1,431,Need Attention,93.115,2,347,177.04605479452053
152,1,164.22,2,1,1,211,Lost,164.22,1,213,95.83249315068494
19,5,859.27,4,4,3,443,Champions,171.85399999999998,5,346,814.5408767123288
10,4,2279.49,5,4,5,545,Champions,569.8725,4,355,2217.038219178082
57,2,312.54,3,3,2,332,Need Attention,156.27,2,308,263.73238356164387
85,1,788.38,2,1,3,213,Lost,788.38,1,280,604.7846575342465
7,22,2237.77,5,5,5,555,Champions,101.71681818181818,22,358,2194.8538630136986
76,3,1080.76,2,3,4,234,At Risk,360.25333333333333,3,289,855.7250410958903
4,18,5006.77,5,5,5,555,Champions,278.1538888888889,18,361,4951.901287671233
96,4,2949.12,2,4,5,245,Loyal Customers,737.28,4,269,2173.4610410958903
111,1,1432.0,2,1,4,214,Lost,1432.0,1,254,996.5150684931507
57,2,1530.36,3,3,4,334,Need Attention,765.18,2,308,1291.3722739726027
1,1,227.39,5,1,1,511,Potential Loyalists,227.39,1,364,226.76701369863014
281,2,217.21,1,3,1,131,At Risk,108.605,2,84,49.98805479452055
3,7,2804.54,5,5,5,555,Champions,400.6485714285714,7,362,2781.48898630137
180,9,1639.82,1,5,4,154,Loyal Customers,182.20222222222222,9,185,831.1416438356165
372,1,35.400000000000006,1,1,1,111,Lost,35.400000000000006,1,-7,-0.6789041095890412
13,4,859.71,5,4,3,543,Champions,214.9275,4,352,829.090191780822
3,1,168.63,5,1,1,511,Potential Loyalists,168.63,1,362,167.244
17,1,138.6,4,1,1,411,Potential Loyalists,138.6,1,348,132.14465753424656
41,1,114.11,3,1,1,311,Need Attention,114.11,1,324,101.29216438356164
6,5,986.96,5,4,4,544,Champions,197.392,5,359,970.736
169,4,1033.06,2,4,4,244,Loyal Customers,258.265,4,196,554.7390684931506
50,1,157.05,3,1,1,311,Need Attention,157.05,1,315,135.53630136986303
277,1,237.36,1,1,1,111,Lost,237.36,1,88,57.22652054794521
19,9,1580.29,4,5,4,454,Champions,175.58777777777777,9,346,1498.0283287671232
372,1,39.75,1,1,1,111,Lost,39.75,1,-7,-0.7623287671232877
15,4,1320.21,4,4,4,444,Champions,330.0525,4,350,1265.954794520548
35,3,557.94,3,3,3,333,Need Attention,185.98000000000002,3,330,504.4389041095891
22,3,617.15,4,3,3,433,Need Attention,205.71666666666667,3,343,579.9519178082192
7,2,363.33,5,3,2,532,Need Attention,181.665,2,358,356.36202739726025
20,6,1740.6,4,5,4,454,Champions,290.09999999999997,6,345,1645.2246575342465
11,2,866.24,5,3,3,533,Need Attention,433.12,2,354,840.1341369863014
44,1,221.97,3,1,1,311,Need Attention,221.97,1,321,195.21197260273973
306,1,393.33,1,1,2,112,Lost,393.33,1,59,63.579369863013696
11,1,213.96,5,1,1,511,Potential Loyalists,213.96,1,354,207.51189041095893
275,1,660.0,1,1,3,113,Lost,660.0,1,90,162.73972602739724
1,90,11926.15,5,5,5,555,Champions,132.51277777777779,90,364,11893.475616438358
16,12,15021.5,4,5,5,455,Champions,1251.7916666666667,12,349,14363.023287671233
4,4,1785.15,5,4,4,544,Champions,446.2875,4,361,1765.5867123287674
72,4,601.56,3,4,3,343,Loyal Customers,150.39,4,293,482.8961095890411
243,3,406.08,1,3,2,132,At Risk,135.35999999999999,3,122,135.73084931506847
9,3,553.44,5,3,3,533,Need Attention,184.48000000000002,3,356,539.7935342465754
246,1,394.44,1,1,2,112,Lost,394.44,1,119,128.59824657534247
206,2,412.78,1,3,2,132,At Risk,206.39,2,159,179.8137534246575
1,5,1788.36,5,4,4,544,Champions,357.67199999999997,5,364,1783.4603835616438
185,1,320.58000000000004,1,1,2,112,Lost,320.58000000000004,1,180,158.09424657534248
32,5,882.02,4,4,3,443,Champions,176.404,5,333,804.6922191780822
57,2,225.85,3,3,1,331,Need Attention,112.925,2,308,190.58027397260273
196,2,899.63,1,3,3,133,At Risk,449.815,2,169,416.54101369863014
24,4,2791.27,4,4,5,445,Champions,697.8175,4,341,2607.7344383561644
91,2,671.96,2,3,3,233,At Risk,335.98,2,274,504.4302465753425
4,2,955.26,5,3,4,534,Need Attention,477.63,2,361,944.791397260274
51,3,1006.98,3,3,4,334,Need Attention,335.66,3,314,866.2786849315069
263,1,114.56,1,1,1,111,Lost,114.56,1,102,32.01402739726028
266,1,344.90000000000003,1,1,2,112,Lost,344.90000000000003,1,99,93.5482191780822
36,2,609.85,3,3,3,333,Need Attention,304.925,2,329,549.7004109589041
51,1,443.6,3,1,2,312,Need Attention,443.6,1,314,381.61753424657536
52,6,2984.49,3,5,5,355,Loyal Customers,497.41499999999996,6,313,2559.3023835616436
24,6,2107.38,4,5,5,455,Champions,351.23,6,341,1968.8125479452058
22,1,110.46,4,1,1,411,Potential Loyalists,110.46,1,343,103.80213698630136
59,1,96.12,3,1,1,311,Need Attention,96.12,1,306,80.58279452054795
170,2,693.8100000000001,2,3,3,233,At Risk,346.90500000000003,2,195,370.6656164383562
68,2,830.76,3,3,3,333,Need Attention,415.38,2,297,675.9882739726028
157,2,597.09,2,3,3,233,At Risk,298.545,2,208,340.2595068493151
2,72,279138.02,5,5,5,555,Champions,3876.9169444444447,72,363,277608.49660273973
201,1,236.04,1,1,1,111,Lost,236.04,1,164,106.05632876712328
5,4,1402.59,5,4,4,544,Champions,350.6475,4,360,1383.3764383561643
67,2,653.75,3,3,3,333,Need Attention,326.875,2,298,533.7465753424657
77,1,114.18,2,1,1,211,Lost,114.18,1,288,90.09271232876712
1,7,1916.7,5,5,4,554,Champions,273.81428571428575,7,364,1911.448767123288
8,4,1932.23,5,4,4,544,Champions,483.0575,4,357,1889.8797534246576
169,2,291.05,2,3,2,232,At Risk,145.525,2,196,156.28986301369864
18,4,848.22,4,4,3,443,Champions,212.055,4,347,806.3899726027397
5,2,247.15,5,3,2,532,Need Attention,123.575,2,360,243.76438356164383
9,9,2529.93,5,5,5,555,Champions,281.1033333333333,9,356,2467.5481643835615
87,2,285.74,2,3,2,232,At Risk,142.87,2,278,217.6321095890411
27,1,107.95,4,1,1,411,Potential Loyalists,107.95,1,338,99.96465753424657
29,4,741.37,4,4,3,443,Champions,185.3425,4,336,682.4666301369863
20,2,636.24,4,3,3,433,Need Attention,318.12,2,345,601.3775342465754
61,5,1835.7,3,4,4,344,Loyal Customers,367.14,5,304,1528.9117808219178
24,1,179.95,4,1,1,411,Potential Loyalists,179.95,1,341,168.11767123287672
11,25,9170.79,5,5,5,555,Champions,366.83160000000004,25,354,8894.410027397262
242,3,1259.24,1,3,4,134,At Risk,419.74666666666667,3,123,424.34663013698633
280,2,392.86,1,3,2,132,At Risk,196.43,2,85,91.48794520547945
235,2,765.5500000000001,1,3,3,133,At Risk,382.77500000000003,2,130,272.6616438356165
3,5,1736.4,5,4,4,544,Champions,347.28000000000003,5,362,1722.1282191780824
16,1,596.36,4,1,3,413,Potential Loyalists,596.36,1,349,570.2181917808219
31,6,2548.24,4,5,5,455,Champions,424.70666666666665,6,334,2331.814136986301
25,16,28754.11,4,5,5,455,Champions,1797.131875,16,340,26784.650410958904
71,3,498.95,3,3,3,333,Need Attention,166.31666666666666,3,294,401.8939726027397
188,2,52.0,1,3,1,131,At Risk,26.0,2,177,25.216438356164385
26,5,1201.51,4,4,4,444,Champions,240.302,5,339,1115.9229863013697
107,1,628.38,2,1,3,213,Lost,628.38,1,258,444.16997260273973
8,21,5579.1,5,5,5,555,Champions,265.6714285714286,21,357,5456.818356164384
209,1,112.8,1,1,1,111,Lost,112.8,1,156,48.21041095890411
44,2,355.05,3,3,2,332,Need Attention,177.525,2,321,312.2494520547946
31,5,2114.33,4,4,5,445,Champions,422.866,5,334,1934.7567671232875
137,4,591.55,2,4,3,243,Loyal Customers,147.8875,4,228,369.5161643835616
265,1,172.9,1,1,1,111,Lost,172.9,1,100,47.36986301369863
4,7,2078.95,5,5,5,555,Champions,296.99285714285713,7,361,2056.16698630137
218,2,188.61,1,3,1,131,At Risk,94.305,2,147,75.9607397260274
2,5,1217.27,5,4,4,544,Champions,243.454,5,363,1210.6000273972602
214,1,109.13,1,1,1,111,Lost,109.13,1,151,45.14693150684931
32,3,2195.1,4,3,5,435,Need Attention,731.6999999999999,3,333,2002.6528767123286
11,9,2526.09,5,5,5,555,Champions,280.6766666666667,9,354,2449.9612602739726
1,17,3251.79,5,5,5,555,Champions,191.28176470588235,17,364,3242.88098630137
15,1,318.17,4,1,2,412,Potential Loyalists,318.17,1,350,305.0945205479452
20,7,1461.62,4,5,4,454,Champions,208.80285714285714,7,345,1381.5312328767122
199,1,179.0,1,1,1,111,Lost,179.0,1,166,81.40821917808219
3,3,1126.37,5,3,4,534,Need Attention,375.45666666666665,3,362,1117.1121643835615
15,13,4921.04,4,5,5,455,Champions,378.54153846153844,13,350,4718.805479452055
14,4,599.48,5,4,3,543,Champions,149.87,4,351,576.4862465753425
10,11,2839.62,5,5,5,555,Champions,258.1472727272727,11,355,2761.822191780822
29,3,917.07,4,3,3,433,Need Attention,305.69,3,336,844.206904109589
9,11,2662.2,5,5,5,555,Champions,242.0181818181818,11,356,2596.556712328767
24,1,160.19,4,1,1,411,Potential Loyalists,160.19,1,341,149.6569589041096
25,4,867.38,4,4,3,443,Champions,216.845,4,340,807.970410958904
43,2,307.51,3,3,2,332,Need Attention,153.755,2,322,271.28279452054795
2,5,1581.84,5,4,4,544,Champions,316.368,5,363,1573.1723835616438
6,3,663.81,5,3,3,533,Need Attention,221.26999999999998,3,359,652.8980547945205
147,1,180.42,2,1,1,211,Lost,180.42,1,218,107.75769863013697
10,6,1120.66,5,5,4,554,Champions,186.77666666666667,6,355,1089.9569863013699
25,1,655.58,4,1,3,413,Potential Loyalists,655.58,1,340,610.6772602739726
274,1,268.58,1,1,2,112,Lost,268.58,1,91,66.96104109589041
374,1,313.49,1,1,2,112,Lost,313.49,1,-9,-7.729890410958904
1,8,1897.57,5,5,4,554,Champions,237.19625,8,364,1892.3711780821918
47,3,380.02,3,3,2,332,Need Attention,126.67333333333333,3,318,331.08591780821916
8,8,2702.49,5,5,5,555,Champions,337.81125,8,357,2643.257342465753
16,12,9585.91,4,5,5,455,Champions,798.8258333333333,12,349,9165.705726027396
4,31,6050.6900000000005,5,5,5,555,Champions,195.18354838709678,31,361,5984.381068493151
4,3,1164.55,5,3,4,534,Need Attention,388.18333333333334,3,361,1151.787808219178
43,7,1314.45,3,5,4,354,Loyal Customers,187.77857142857144,7,322,1159.59698630137
4,7,3902.28,5,5,5,555,Champions,557.4685714285714,7,361,3859.5152876712327
197,3,1448.21,1,3,4,134,At Risk,482.7366666666667,3,168,666.5733698630137
12,6,1400.34,5,5,4,554,Champions,233.39,6,353,1354.3014246575342
16,7,1099.98,4,5,4,454,Champions,157.14000000000001,7,349,1051.761698630137
113,5,1220.26,2,4,4,244,Loyal Customers,244.052,5,252,842.4808767123288
249,1,328.2,1,1,2,112,Lost,328.2,1,116,104.30465753424659
29,5,1415.75,4,4,4,444,Champions,283.15,5,336,1303.2657534246575
44,1,389.64,3,1,2,312,Need Attention,389.64,1,321,342.669698630137
87,1,563.15,2,1,3,213,Lost,563.15,1,278,428.91972602739725
45,2,638.05,3,3,3,333,Need Attention,319.025,2,320,559.386301369863
10,11,5010.28,5,5,5,555,Champions,455.47999999999996,11,355,4873.012054794521
15,1,738.96,4,1,3,413,Potential Loyalists,738.96,1,350,708.5917808219178
