Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
74,2,408.63,2,3,2,232,At Risk
17,6,2883.1,4,5,5,455,Champions
223,2,217.9,1,3,1,131,At Risk
32,4,1154.47,4,4,4,444,Champions
23,10,1680.72,4,5,4,454,Champions
31,3,1257.51,4,4,4,444,Champions
106,1,231.1,2,2,1,221,Lost
5,2,688.33,5,3,3,533,Need Attention
246,1,487.51,1,2,3,123,Lost
178,2,833.78,2,3,3,233,At Risk
170,2,214.06,2,3,1,231,At Risk
43,1,290.66,3,2,2,322,Need Attention
72,1,518.42,3,2,3,323,Need Attention
59,7,6773.97,3,5,5,355,Loyal Customers
16,2,1212.66,4,3,4,434,Need Attention
141,4,601.27,2,4,3,243,Loyal Customers
18,6,3789.52,4,5,5,455,Champions
22,15,8625.8,4,5,5,455,Champions
10,4,874.43,5,4,3,543,Champions
368,1,123.24,1,2,1,121,Lost
189,1,39.12,1,2,1,121,Lost
16,4,1267.65,4,4,4,444,Champions
362,1,135.4,1,2,1,121,Lost
19,1,118.98,4,2,1,421,Potential Loyalists
68,2,567.1800000000001,3,3,3,333,Need Attention
15,6,306.72,4,5,2,452,Champions
24,2,1344.48,4,3,4,434,Need Attention
17,11,4095.9,4,5,5,455,Champions
28,3,1692.27,4,4,4,444,Champions
2,20,8134.9400000000005,5,5,5,555,Champions
55,2,304.24,3,3,2,332,Need Attention
34,4,1592.12,3,4,4,344,Loyal Customers
3,12,3109.99,5,5,5,555,Champions
366,1,129.75,1,2,1,121,Lost
43,1,183.7,3,2,1,321,Need Attention
73,6,1770.3400000000001,2,5,4,254,Loyal Customers
5,5,1028.0,5,4,4,544,Champions
4,28,66653.56,5,5,5,555,Champions
61,2,324.24,3,3,2,332,Need Attention
47,7,2959.88,3,5,5,355,Loyal Customers
1,4,1260.8600000000001,5,4,4,544,Champions
76,2,422.6,2,3,2,232,At Risk
72,2,225.58,3,3,1,331,Need Attention
256,2,1126.0,1,3,4,134,At Risk
69,2,477.86,3,3,2,332,Need Attention
135,4,657.9,2,4,3,243,Loyal Customers
241,1,112.75,1,2,1,121,Lost
227,2,1998.0,1,3,4,134,At Risk
9,13,5076.55,5,5,5,555,Champions
9,13,5398.3,5,5,5,555,Champions
1,20,14034.99,5,5,5,555,Champions
37,3,531.35,3,4,3,343,Loyal Customers
46,1,656.63,3,2,3,323,Need Attention
85,5,3029.87,2,4,5,245,Loyal Customers
19,10,2467.9900000000002,4,5,5,455,Champions
3,5,1651.03,5,4,4,544,Champions
9,11,3603.66,5,5,5,555,Champions
19,15,6910.78,4,5,5,455,Champions
317,2,1114.06,1,3,4,134,At Risk
78,1,301.71999999999997,2,2,2,222,Lost
267,2,901.2,1,3,3,133,At Risk
24,6,3843.08,4,5,5,455,Champions
369,1,606.0500000000001,1,2,3,123,Lost
15,7,1770.22,4,5,4,454,Champions
26,1,152.95,4,2,1,421,Potential Loyalists
262,1,292.47,1,2,2,122,Lost
17,13,4730.81,4,5,5,455,Champions
91,2,576.4,2,3,3,233,At Risk
302,6,756.82,1,5,3,153,Loyal Customers
26,5,1358.74,4,4,4,444,Champions
364,1,256.32,1,2,2,122,Lost
46,4,1048.28,3,4,4,344,Loyal Customers
38,21,7202.01,3,5,5,355,Loyal Customers
52,3,743.11,3,4,3,343,Loyal Customers
32,1,603.75,4,2,3,423,Potential Loyalists
52,3,646.76,3,4,3,343,Loyal Customers
79,5,2247.41,2,4,5,245,Loyal Customers
53,1,417.6,3,2,2,322,Need Attention
298,1,3.75,1,2,1,121,Lost
177,1,323.0,2,2,2,222,Lost
29,7,2213.13,4,5,5,455,Champions
11,7,1291.91,5,5,4,554,Champions
87,17,7180.7,2,5,5,255,Loyal Customers
5,18,6680.11,5,5,5,555,Champions
38,2,836.0600000000001,3,3,3,333,Need Attention
18,5,1515.9,4,4,4,444,Champions
45,5,623.93,3,4,3,343,Loyal Customers
31,1,1764.72,4,2,4,424,Potential Loyalists
373,1,207.5,1,2,1,121,Lost
58,1,223.92000000000002,3,2,1,321,Need Attention
372,1,2002.4,1,2,4,124,Lost
114,3,1475.43,2,4,4,244,Loyal Customers
215,1,239.4,1,2,1,121,Lost
319,1,106.83000000000001,1,2,1,121,Lost
65,1,369.34000000000003,3,2,2,322,Need Attention
8,3,789.79,5,4,3,543,Champions
97,1,316.62,2,2,2,222,Lost
20,3,1207.24,4,4,4,444,Champions
199,1,611.8499999999999,1,2,3,123,Lost
4,13,2790.9500000000003,5,5,5,555,Champions
294,1,34.0,1,2,1,121,Lost
273,2,1145.6,1,3,4,134,At Risk
31,11,5575.56,4,5,5,455,Champions
48,3,478.09000000000003,3,4,2,342,Loyal Customers
260,1,361.54,1,2,2,122,Lost
58,5,757.1,3,4,3,343,Loyal Customers
33,5,2230.61,4,4,5,445,Champions
57,1,171.59,3,2,1,321,Need Attention
68,4,661.52,3,4,3,343,Loyal Customers
10,11,1691.51,5,5,4,554,Champions
60,1,371.54,3,2,2,322,Need Attention
80,2,222.62,2,3,1,231,At Risk
74,2,245.94,2,3,1,231,At Risk
2,22,10611.72,5,5,5,555,Champions
100,2,422.24,2,3,2,232,At Risk
372,1,311.25,1,2,2,122,Lost
10,13,2267.9500000000003,5,5,5,555,Champions
20,1,107.6,4,2,1,421,Potential Loyalists
123,2,592.74,2,3,3,233,At Risk
8,1,80.80000000000001,5,2,1,521,Potential Loyalists
4,6,1545.6200000000001,5,5,4,554,Champions
29,7,1693.03,4,5,4,454,Champions
282,2,110.38,1,3,1,131,At Risk
57,1,243.84,3,2,1,321,Need Attention
1,10,1194.48,5,5,4,554,Champions
365,1,414.88,1,2,2,122,Lost
89,1,305.62,2,2,2,222,Lost
11,1,1162.65,5,2,4,524,Potential Loyalists
163,4,1594.23,2,4,4,244,Loyal Customers
65,1,332.3,3,2,2,322,Need Attention
23,3,536.99,4,4,3,443,Champions
174,2,460.59000000000003,2,3,2,232,At Risk
103,4,736.21,2,4,3,243,Loyal Customers
143,3,1121.59,2,4,4,244,Loyal Customers
99,2,288.42,2,3,2,232,At Risk
23,5,914.69,4,4,3,443,Champions
192,1,309.54,1,2,2,122,Lost
5,2,547.07,5,3,3,533,Need Attention
361,1,479.35,1,2,2,122,Lost
8,10,1652.18,5,5,4,554,Champions
14,21,6406.8,5,5,5,555,Champions
103,4,417.06,2,4,2,242,Loyal Customers
3,9,1604.75,5,5,4,554,Champions
11,11,3349.57,5,5,5,555,Champions
96,1,497.61,2,2,3,223,Lost
227,1,358.38,1,2,2,122,Lost
16,2,460.64,4,3,2,432,Need Attention
39,2,775.18,3,3,3,333,Need Attention
51,1,341.7,3,2,2,322,Need Attention
112,1,113.5,2,2,1,221,Lost
157,1,197.22,2,2,1,221,Lost
39,1,325.91,3,2,2,322,Need Attention
184,3,199.15,1,4,1,141,Loyal Customers
1,4,1106.53,5,4,4,544,Champions
228,1,413.46,1,2,2,122,Lost
128,2,180.85,2,3,1,231,At Risk
40,2,251.87,3,3,2,332,Need Attention
31,11,3170.98,4,5,5,455,Champions
197,2,588.85,1,3,3,133,At Risk
9,34,16594.35,5,5,5,555,Champions
37,6,1869.82,3,5,4,354,Loyal Customers
101,3,1264.19,2,4,4,244,Loyal Customers
43,16,10196.57,3,5,5,355,Loyal Customers
50,1,214.32,3,2,1,321,Need Attention
43,1,193.44,3,2,1,321,Need Attention
53,1,281.42,3,2,2,322,Need Attention
187,1,124.57,1,2,1,121,Lost
334,1,332.41,1,2,2,122,Lost
4,3,342.45,5,4,2,542,Champions
10,2,144.91,5,3,1,531,Need Attention
24,2,328.40000000000003,4,3,2,432,Need Attention
15,1,35.400000000000006,4,2,1,421,Potential Loyalists
369,1,375.69000000000005,1,2,2,122,Lost
145,2,747.81,2,3,3,233,At Risk
60,2,173.76,3,3,1,331,Need Attention
31,2,502.8,4,3,3,433,Need Attention
141,3,207.74,2,4,1,241,Loyal Customers
23,4,817.12,4,4,3,443,Champions
22,6,2812.34,4,5,5,455,Champions
77,3,680.02,2,4,3,243,Loyal Customers
5,6,7123.62,5,5,5,555,Champions
67,5,2095.53,3,4,5,345,Loyal Customers
12,6,846.62,5,5,3,553,Champions
84,1,13.3,2,2,1,221,Lost
31,7,1491.43,4,5,4,454,Champions
67,1,432.0,3,2,2,322,Need Attention
67,3,705.12,3,4,3,343,Loyal Customers
187,2,272.48,1,3,2,132,At Risk
38,2,429.84,3,3,2,332,Need Attention
15,3,450.41,4,4,2,442,Champions
35,1,192.32999999999998,3,2,1,321,Need Attention
195,3,1578.67,1,4,4,144,Loyal Customers
2,5,742.43,5,4,3,543,Champions
1,5,518.19,5,4,3,543,Champions
367,1,145.93,1,2,1,121,Lost
65,1,202.27,3,2,1,321,Need Attention
299,2,289.78,1,3,2,132,At Risk
26,3,501.03000000000003,4,4,3,443,Champions
8,6,1271.06,5,5,4,554,Champions
17,3,882.16,4,4,3,443,Champions
116,1,1706.88,2,2,4,224,Lost
29,1,363.2,4,2,2,422,Potential Loyalists
4,15,3634.95,5,5,5,555,Champions
5,7,3037.6,5,5,5,555,Champions
82,4,559.59,2,4,3,243,Loyal Customers
29,5,928.76,4,4,4,444,Champions
72,1,379.14,3,2,2,322,Need Attention
4,8,1508.96,5,5,4,554,Champions
29,11,2555.58,4,5,5,455,Champions
290,1,113.44,1,2,1,121,Lost
36,1,183.76,3,2,1,321,Need Attention
9,6,621.6800000000001,5,5,3,553,Champions
24,2,562.41,4,3,3,433,Need Attention
277,1,391.52,1,2,2,122,Lost
50,6,1068.82,3,5,4,354,Loyal Customers
156,11,2592.25,2,5,5,255,Loyal Customers
61,1,154.18,3,2,1,321,Need Attention
12,19,7069.08,5,5,5,555,Champions
21,3,829.89,4,4,3,443,Champions
371,1,230.25,1,2,1,121,Lost
116,3,543.05,2,4,3,243,Loyal Customers
80,17,2806.75,2,5,5,255,Loyal Customers
4,7,1295.39,5,5,4,554,Champions
26,3,378.89,4,4,2,442,Champions
5,21,4554.87,5,5,5,555,Champions
53,1,150.23000000000002,3,2,1,321,Need Attention
1,2,563.23,5,3,3,533,Need Attention
55,2,931.03,3,3,4,334,Need Attention
26,1,261.9,4,2,2,422,Potential Loyalists
9,4,2711.6800000000003,5,4,5,545,Champions
52,3,3049.88,3,4,5,345,Loyal Customers
13,9,1904.99,5,5,4,554,Champions
212,3,816.73,1,4,3,143,Loyal Customers
22,19,4345.5,4,5,5,455,Champions
236,1,406.48,1,2,2,122,Lost
139,3,435.02,2,4,2,242,Loyal Customers
4,6,1286.27,5,5,4,554,Champions
57,3,1178.56,3,4,4,344,Loyal Customers
135,3,1277.75,2,4,4,244,Loyal Customers
109,2,167.61,2,3,1,231,At Risk
30,1,20.8,4,2,1,421,Potential Loyalists
1,9,2085.08,5,5,5,555,Champions
185,4,518.67,1,4,3,143,Loyal Customers
18,1,308.74,4,2,2,422,Potential Loyalists
239,2,416.64,1,3,2,132,At Risk
87,1,117.35000000000001,2,2,1,221,Lost
39,3,505.1,3,4,3,343,Loyal Customers
116,1,234.17000000000002,2,2,1,221,Lost
187,1,110.55000000000001,1,2,1,121,Lost
227,1,192.07,1,2,1,121,Lost
8,7,2154.97,5,5,5,555,Champions
189,1,319.02,1,2,2,122,Lost
4,2,439.43,5,3,2,532,Need Attention
39,3,650.41,3,4,3,343,Loyal Customers
38,1,357.21,3,2,2,322,Need Attention
267,1,251.51999999999998,1,2,2,122,Lost
78,1,344.33,2,2,2,222,Lost
4,6,1852.0,5,5,4,554,Champions
255,2,1028.46,1,3,4,134,At Risk
61,1,384.06,3,2,2,322,Need Attention
13,7,1905.87,5,5,4,554,Champions
88,2,4459.52,2,3,5,235,At Risk
17,10,5464.12,4,5,5,455,Champions
30,2,1873.2,4,3,4,434,Need Attention
3,7,1616.8,5,5,4,554,Champions
5,1,126.12,5,2,1,521,Potential Loyalists
7,6,1133.25,5,5,4,554,Champions
219,1,179.0,1,2,1,121,Lost
11,5,1614.31,5,4,4,544,Champions
30,6,1456.96,4,5,4,454,Champions
288,3,702.0,1,4,3,143,Loyal Customers
150,4,295.0,2,4,2,242,Loyal Customers
23,2,484.82,4,3,3,433,Need Attention
1,11,3989.57,5,5,5,555,Champions
86,3,1493.73,2,4,4,244,Loyal Customers
46,2,1312.1399999999999,3,3,4,334,Need Attention
5,4,781.78,5,4,3,543,Champions
51,6,889.9300000000001,3,5,3,353,Loyal Customers
18,1,195.36,4,2,1,421,Potential Loyalists
30,1,270.9,4,2,2,422,Potential Loyalists
8,3,583.4300000000001,5,4,3,543,Champions
29,3,1838.61,4,4,4,444,Champions
3,20,8694.26,5,5,5,555,Champions
41,2,920.1,3,3,3,333,Need Attention
11,4,1258.08,5,4,4,544,Champions
31,1,71.0,4,2,1,421,Potential Loyalists
45,3,95.85,3,4,1,341,Loyal Customers
61,3,357.77,3,4,2,342,Loyal Customers
185,2,154.83,1,3,1,131,At Risk
79,6,877.5600000000001,2,5,3,253,Loyal Customers
111,2,716.0,2,3,3,233,At Risk
64,1,146.87,3,2,1,321,Need Attention
12,2,380.35,5,3,2,532,Need Attention
86,3,1030.14,2,4,4,244,Loyal Customers
16,3,745.52,4,4,3,443,Champions
246,2,433.53000000000003,1,3,2,132,At Risk
88,1,1267.32,2,2,4,224,Lost
30,1,112.4,4,2,1,421,Potential Loyalists
138,1,449.73,2,2,2,222,Lost
27,3,1071.49,4,4,4,444,Champions
3,5,1036.58,5,4,4,544,Champions
32,4,1735.18,4,4,4,444,Champions
25,1,948.48,4,2,4,424,Potential Loyalists
113,3,339.44,2,4,2,242,Loyal Customers
157,1,642.02,2,2,3,223,Lost
85,3,1100.9,2,4,4,244,Loyal Customers
118,3,925.35,2,4,4,244,Loyal Customers
3,9,5655.03,5,5,5,555,Champions
96,6,3185.64,2,5,5,255,Loyal Customers
194,1,240.89,1,2,1,121,Lost
28,1,399.09,4,2,2,422,Potential Loyalists
131,1,498.48,2,2,3,223,Lost
28,5,1356.33,4,4,4,444,Champions
82,3,1179.89,2,4,4,244,Loyal Customers
30,5,3080.39,4,4,5,445,Champions
266,1,234.24,1,2,1,121,Lost
74,11,5232.2300000000005,2,5,5,255,Loyal Customers
314,4,528.29,1,4,3,143,Loyal Customers
21,7,1461.14,4,5,4,454,Champions
59,3,855.45,3,4,3,343,Loyal Customers
12,21,4545.89,5,5,5,555,Champions
28,9,2709.7000000000003,4,5,5,455,Champions
114,1,304.24,2,2,2,222,Lost
28,9,2429.03,4,5,5,455,Champions
18,4,1444.84,4,4,4,444,Champions
18,4,834.12,4,4,3,443,Champions
36,3,841.0799999999999,3,4,3,343,Loyal Customers
36,2,375.86,3,3,2,332,Need Attention
78,1,118.80000000000001,2,2,1,221,Lost
22,2,287.62,4,3,2,432,Need Attention
25,2,288.91,4,3,2,432,Need Attention
33,2,2003.8500000000001,4,3,4,434,Need Attention
109,3,1405.78,2,4,4,244,Loyal Customers
35,2,2747.9900000000002,3,3,5,335,Need Attention
123,5,1562.4,2,4,4,244,Loyal Customers
7,6,2050.08,5,5,5,555,Champions
28,4,1991.01,4,4,4,444,Champions
4,7,1974.65,5,5,4,554,Champions
3,9,3827.76,5,5,5,555,Champions
50,4,1774.03,3,4,4,344,Loyal Customers
322,1,302.0,1,2,2,122,Lost
23,3,1324.16,4,4,4,444,Champions
15,4,1022.13,4,4,4,444,Champions
2,8,954.42,5,5,4,554,Champions
18,2,971.74,4,3,4,434,Need Attention
10,4,1621.73,5,4,4,544,Champions
262,1,25.5,1,2,1,121,Lost
159,2,665.78,2,3,3,233,At Risk
33,6,10797.48,4,5,5,455,Champions
29,6,881.29,4,5,3,453,Champions
165,1,163.29999999999998,2,2,1,221,Lost
47,1,231.61,3,2,1,321,Need Attention
6,8,801.12,5,5,3,553,Champions
8,3,837.5,5,4,3,543,Champions
288,1,116.2,1,2,1,121,Lost
318,1,157.02,1,2,1,121,Lost
3,2,606.91,5,3,3,533,Need Attention
233,1,307.46,1,2,2,122,Lost
119,1,138.32,2,2,1,221,Lost
162,1,345.3,2,2,2,222,Lost
185,1,294.24,1,2,2,122,Lost
50,1,230.5,3,2,1,321,Need Attention
152,5,989.45,2,4,4,244,Loyal Customers
335,1,157.09,1,2,1,121,Lost
5,5,2463.17,5,4,5,545,Champions
16,7,4892.240000000001,4,5,5,455,Champions
107,2,413.2,2,3,2,232,At Risk
16,7,1139.73,4,5,4,454,Champions
276,1,380.5,1,2,2,122,Lost
16,12,10650.77,4,5,5,455,Champions
247,1,454.12,1,2,2,122,Lost
239,1,579.0,1,2,3,123,Lost
1,2,984.57,5,3,4,534,Need Attention
106,3,749.78,2,4,3,243,Loyal Customers
23,4,1714.59,4,4,4,444,Champions
52,1,124.88,3,2,1,321,Need Attention
195,3,1689.5,1,4,4,144,Loyal Customers
24,1,213.78,4,2,1,421,Potential Loyalists
75,1,329.34,2,2,2,222,Lost
18,2,251.7,4,3,2,432,Need Attention
8,2,319.0,5,3,2,532,Need Attention
32,3,1266.97,4,4,4,444,Champions
22,3,1538.88,4,4,4,444,Champions
31,6,3518.03,4,5,5,455,Champions
29,10,1715.46,4,5,4,454,Champions
22,2,293.1,4,3,2,432,Need Attention
33,7,2467.35,4,5,5,455,Champions
284,1,158.68,1,2,1,121,Lost
39,2,206.34,3,3,1,331,Need Attention
58,2,835.78,3,3,3,333,Need Attention
289,1,224.91,1,2,1,121,Lost
79,1,317.76,2,2,2,222,Lost
5,8,3766.6,5,5,5,555,Champions
218,1,59.9,1,2,1,121,Lost
44,4,1443.69,3,4,4,344,Loyal Customers
202,1,306.13,1,2,2,122,Lost
178,3,711.79,2,4,3,243,Loyal Customers
56,4,783.97,3,4,3,343,Loyal Customers
57,2,239.92000000000002,3,3,1,331,Need Attention
8,6,3347.31,5,5,5,555,Champions
47,2,144.0,3,3,1,331,Need Attention
227,1,203.95,1,2,1,121,Lost
11,7,2474.23,5,5,5,555,Champions
106,2,383.75,2,3,2,232,At Risk
59,2,444.74,3,3,2,332,Need Attention
28,7,2093.68,4,5,5,455,Champions
36,7,1699.3,3,5,4,354,Loyal Customers
361,1,226.78,1,2,1,121,Lost
30,1,1013.01,4,2,4,424,Potential Loyalists
24,3,692.22,4,4,3,443,Champions
54,1,289.78000000000003,3,2,2,322,Need Attention
36,6,3560.08,3,5,5,355,Loyal Customers
175,4,1564.56,2,4,4,244,Loyal Customers
54,1,384.08,3,2,2,322,Need Attention
53,1,204.24,3,2,1,321,Need Attention
27,8,2317.2200000000003,4,5,5,455,Champions
253,1,226.85,1,2,1,121,Lost
40,7,2781.23,3,5,5,355,Loyal Customers
60,6,1059.1200000000001,3,5,4,354,Loyal Customers
234,1,113.5,1,2,1,121,Lost
4,10,1951.97,5,5,4,554,Champions
32,1,114.23,4,2,1,421,Potential Loyalists
24,14,3187.55,4,5,5,455,Champions
7,2,334.48,5,3,2,532,Need Attention
65,1,328.65,3,2,2,322,Need Attention
310,2,381.89,1,3,2,132,At Risk
309,1,393.49,1,2,2,122,Lost
19,6,939.32,4,5,4,454,Champions
16,8,1906.09,4,5,4,454,Champions
96,2,318.76,2,3,2,232,At Risk
264,8,3638.41,1,5,5,155,Loyal Customers
12,10,3124.72,5,5,5,555,Champions
3,2,417.77,5,3,2,532,Need Attention
35,1,190.88,3,2,1,321,Need Attention
183,1,149.89,1,2,1,121,Lost
25,2,550.0600000000001,4,3,3,433,Need Attention
13,6,916.13,5,5,3,553,Champions
11,2,314.69,5,3,2,532,Need Attention
3,17,3719.1,5,5,5,555,Champions
313,1,382.5,1,2,2,122,Lost
108,2,1135.04,2,3,4,234,At Risk
1,26,8531.65,5,5,5,555,Champions
53,1,954.9,3,2,4,324,Need Attention
205,1,171.45000000000002,1,2,1,121,Lost
15,1,280.09000000000003,4,2,2,422,Potential Loyalists
120,1,318.65,2,2,2,222,Lost
4,2,381.97,5,3,2,532,Need Attention
363,1,269.83,1,2,2,122,Lost
117,2,348.90999999999997,2,3,2,232,At Risk
18,1,178.26,4,2,1,421,Potential Loyalists
5,2,271.19,5,3,2,532,Need Attention
41,2,291.48,3,3,2,332,Need Attention
107,2,240.0,2,3,1,231,At Risk
148,2,581.23,2,3,3,233,At Risk
52,5,1253.3600000000001,3,4,4,344,Loyal Customers
208,1,63.440000000000005,1,2,1,121,Lost
139,2,550.01,2,3,3,233,At Risk
2,3,296.58,5,4,2,542,Champions
127,2,317.2,2,3,2,232,At Risk
108,4,763.64,2,4,3,243,Loyal Customers
42,4,2148.63,3,4,5,345,Loyal Customers
35,1,107.82,3,2,1,321,Need Attention
228,2,1065.3500000000001,1,3,4,134,At Risk
241,1,246.04000000000002,1,2,1,121,Lost
58,1,187.82999999999998,3,2,1,321,Need Attention
130,3,1685.46,2,4,4,244,Loyal Customers
60,6,1647.48,3,5,4,354,Loyal Customers
22,1,151.37,4,2,1,421,Potential Loyalists
26,7,1049.06,4,5,4,454,Champions
9,7,1417.6299999999999,5,5,4,554,Champions
32,3,931.02,4,4,4,444,Champions
4,2,513.01,5,3,3,533,Need Attention
308,1,550.8000000000001,1,2,3,123,Lost
8,9,1854.06,5,5,4,554,Champions
29,3,547.0,4,4,3,443,Champions
17,1,128.18,4,2,1,421,Potential Loyalists
101,2,498.42,2,3,3,233,At Risk
12,4,656.61,5,4,3,543,Champions
21,1,163.24,4,2,1,421,Potential Loyalists
15,5,1135.63,4,4,4,444,Champions
361,1,250.04,1,2,2,122,Lost
11,19,8631.31,5,5,5,555,Champions
95,1,82.75,2,2,1,221,Lost
78,2,1384.85,2,3,4,234,At Risk
139,3,644.3,2,4,3,243,Loyal Customers
31,1,2328.84,4,2,5,425,Potential Loyalists
25,8,2527.92,4,5,5,455,Champions
2,36,6241.15,5,5,5,555,Champions
46,3,2600.34,3,4,5,345,Loyal Customers
100,3,1200.6200000000001,2,4,4,244,Loyal Customers
8,2,657.16,5,3,3,533,Need Attention
15,7,903.12,4,5,3,453,Champions
18,4,986.48,4,4,4,444,Champions
280,1,96.8,1,2,1,121,Lost
14,2,523.11,5,3,3,533,Need Attention
23,2,363.9,4,3,2,432,Need Attention
124,1,175.2,2,2,1,221,Lost
86,1,494.25,2,2,3,223,Lost
302,2,307.02000000000004,1,3,2,132,At Risk
151,4,1979.61,2,4,4,244,Loyal Customers
17,8,6484.75,4,5,5,455,Champions
94,2,243.36,2,3,1,231,At Risk
30,11,12353.29,4,5,5,455,Champions
157,3,682.29,2,4,3,243,Loyal Customers
355,1,193.64,1,2,1,121,Lost
46,1,157.62,3,2,1,321,Need Attention
15,4,519.6899999999999,4,4,3,443,Champions
4,15,2622.88,5,5,5,555,Champions
86,1,228.96,2,2,1,221,Lost
15,5,1156.6,4,4,4,444,Champions
179,1,98.25,2,2,1,221,Lost
8,4,1281.32,5,4,4,544,Champions
36,3,587.15,3,4,3,343,Loyal Customers
129,2,1740.0,2,3,4,234,At Risk
51,1,1393.06,3,2,4,324,Need Attention
312,1,178.22,1,2,1,121,Lost
24,2,384.39,4,3,2,432,Need Attention
303,2,360.81,1,3,2,132,At Risk
11,1,127.86,5,2,1,521,Potential Loyalists
17,3,568.24,4,4,3,443,Champions
49,3,488.2,3,4,3,343,Loyal Customers
239,2,312.23,1,3,2,132,At Risk
1,11,4462.68,5,5,5,555,Champions
13,8,4762.32,5,5,5,555,Champions
238,1,167.55,1,2,1,121,Lost
23,8,1878.87,4,5,4,454,Champions
73,4,446.18,2,4,2,242,Loyal Customers
17,3,418.4,4,4,2,442,Champions
41,8,1337.18,3,5,4,354,Loyal Customers
40,4,646.92,3,4,3,343,Loyal Customers
219,2,495.77,1,3,3,133,At Risk
199,3,400.1,1,4,2,142,Loyal Customers
71,2,203.2,3,3,1,331,Need Attention
24,20,4058.32,4,5,5,455,Champions
11,1,389.71999999999997,5,2,2,522,Potential Loyalists
9,29,20275.61,5,5,5,555,Champions
65,1,65.4,3,2,1,321,Need Attention
4,1,193.39000000000001,5,2,1,521,Potential Loyalists
19,2,336.4,4,3,2,432,Need Attention
15,1,256.11,4,2,2,422,Potential Loyalists
8,6,2686.42,5,5,5,555,Champions
20,2,746.81,4,3,3,433,Need Attention
78,4,1259.56,2,4,4,244,Loyal Customers
1,34,31833.68,5,5,5,555,Champions
164,2,508.8,2,3,3,233,At Risk
307,2,411.27,1,3,2,132,At Risk
219,1,203.86999999999998,1,2,1,121,Lost
39,7,7312.8,3,5,5,355,Loyal Customers
22,2,681.41,4,3,3,433,Need Attention
115,3,653.38,2,4,3,243,Loyal Customers
126,5,2097.84,2,4,5,245,Loyal Customers
5,12,2598.85,5,5,5,555,Champions
36,1,263.92,3,2,2,322,Need Attention
4,13,31781.82,5,5,5,555,Champions
1,3,1031.41,5,4,4,544,Champions
333,3,2184.42,1,4,5,145,Loyal Customers
163,1,32.65,2,2,1,221,Lost
185,2,771.85,1,3,3,133,At Risk
16,5,1214.72,4,4,4,444,Champions
12,3,778.94,5,4,3,543,Champions
3,7,1258.06,5,5,4,554,Champions
44,2,778.0,3,3,3,333,Need Attention
80,1,507.84,2,2,3,223,Lost
30,7,6893.42,4,5,5,455,Champions
42,2,463.46000000000004,3,3,2,332,Need Attention
11,12,4226.57,5,5,5,555,Champions
50,3,598.83,3,4,3,343,Loyal Customers
16,6,1979.37,4,5,4,454,Champions
46,2,698.41,3,3,3,333,Need Attention
19,2,759.1700000000001,4,3,3,433,Need Attention
8,6,5037.26,5,5,5,555,Champions
72,1,100.8,3,2,1,321,Need Attention
1,28,17256.85,5,5,5,555,Champions
128,3,524.9200000000001,2,4,3,243,Loyal Customers
33,2,265.76,4,3,2,432,Need Attention
313,1,403.3,1,2,2,122,Lost
18,2,365.76,4,3,2,432,Need Attention
88,1,303.16,2,2,2,222,Lost
2,7,2373.82,5,5,5,555,Champions
2,2,216.3,5,3,1,531,Need Attention
254,1,388.45000000000005,1,2,2,122,Lost
157,3,186.42000000000002,2,4,1,241,Loyal Customers
37,6,2248.56,3,5,5,355,Loyal Customers
220,1,534.24,1,2,3,123,Lost
152,2,2389.1,2,3,5,235,At Risk
177,2,120.89999999999999,2,3,1,231,At Risk
40,2,541.53,3,3,3,333,Need Attention
2,7,2516.21,5,5,5,555,Champions
8,46,194390.79,5,5,5,555,Champions
1,7,1721.4,5,5,4,554,Champions
18,2,486.72,4,3,3,433,Need Attention
192,4,517.53,1,4,3,143,Loyal Customers
204,1,131.7,1,2,1,121,Lost
365,1,249.86,1,2,2,122,Lost
127,5,1737.7,2,4,4,244,Loyal Customers
15,1,316.5,4,2,2,422,Potential Loyalists
43,2,657.3,3,3,3,333,Need Attention
94,6,622.4300000000001,2,5,3,253,Loyal Customers
23,3,735.82,4,4,3,443,Champions
60,2,675.69,3,3,3,333,Need Attention
16,5,1875.8600000000001,4,4,4,444,Champions
158,1,289.96000000000004,2,2,2,222,Lost
10,2,763.28,5,3,3,533,Need Attention
10,2,137.0,5,3,1,531,Need Attention
16,5,1870.97,4,4,4,444,Champions
45,5,1125.07,3,4,4,344,Loyal Customers
191,3,697.54,1,4,3,143,Loyal Customers
79,1,194.37,2,2,1,221,Lost
78,1,511.82,2,2,3,223,Lost
4,4,1255.59,5,4,4,544,Champions
65,3,414.04,3,4,2,342,Loyal Customers
261,1,396.87,1,2,2,122,Lost
59,2,376.64,3,3,2,332,Need Attention
1,7,2092.32,5,5,5,555,Champions
1,10,3558.87,5,5,5,555,Champions
248,1,374.57,1,2,2,122,Lost
8,2,497.56,5,3,3,533,Need Attention
359,1,271.05,1,2,2,122,Lost
76,1,272.21999999999997,2,2,2,222,Lost
290,1,622.88,1,2,3,123,Lost
17,3,1138.0,4,4,4,444,Champions
221,2,288.6,1,3,2,132,At Risk
9,4,689.1,5,4,3,543,Champions
3,2,558.96,5,3,3,533,Need Attention
206,9,2997.03,1,5,5,155,Loyal Customers
162,2,1145.8400000000001,2,3,4,234,At Risk
